         13818570 function calls (13376631 primitive calls) in 83.127 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.016    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_function_base_impl.py:3704(_ureduce)
        4    0.000    0.000    0.016    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_function_base_impl.py:4823(_quantile_ureduce_func)
   117227    0.016    0.000    0.016    0.000 {built-in method _struct.unpack}
      277    0.005    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:142(to_raster)
  5969/99    0.007    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\copy.py:128(deepcopy)
4967/4299    0.008    0.000    0.016    0.000 {method 'view' of 'numpy.generic' objects}
    13147    0.006    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:779(get_clip_path)
        4    0.000    0.000    0.015    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_function_base_impl.py:4897(_quantile)
    67652    0.015    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:840(<genexpr>)
   396/99    0.002    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\copy.py:226(_deepcopy_dict)
     1368    0.003    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:2400(any)
     11/7    0.000    0.000    0.015    0.002 {built-in method builtins.exec}
   109407    0.015    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:662(get_family)
      717    0.002    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1810(transform_path_affine)
     1708    0.005    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:89(_wrapreduction_any_all)
     4465    0.014    0.000    0.014    0.000 {method 'round' of 'numpy.ndarray' objects}
    47257    0.014    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:70(<dictcomp>)
     2373    0.007    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\_methods.py:230(_ptp)
    17655    0.010    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:284(get_rotation)
    80159    0.014    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:838(get_visible)
       22    0.000    0.000    0.014    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:937(parse)
    90006    0.014    0.000    0.014    0.000 {built-in method builtins.iter}
    50/22    0.001    0.000    0.014    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:435(_parse_sub)
     4640    0.003    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:622(_from_any)
       10    0.000    0.000    0.014    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\ttk.py:600(__init__)
   791/51    0.005    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:493(_parse)
     8560    0.006    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:783(__iter__)
     8956    0.008    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:729(set_family)
        6    0.000    0.000    0.013    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:780(_set_scale)
     7345    0.007    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:11151(__init__)
        5    0.000    0.000    0.013    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageTk.py:92(__init__)
        6    0.000    0.000    0.013    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
    95144    0.013    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:871(get_math_fontfamily)
        3    0.013    0.004    0.013    0.004 {method 'resize' of 'ImagingCore' objects}
    72747    0.013    0.000    0.013    0.000 {built-in method builtins.abs}
      277    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2408(group)
     8293    0.009    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:332(intervalx)
    16748    0.013    0.000    0.013    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       74    0.000    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1632(configure)
       76    0.000    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1619(_configure)
       14    0.000    0.000    0.013    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:299(enter_notify_event)
      676    0.007    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:482(anchored)
     4220    0.005    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:1968(le)
     5388    0.009    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\markers.py:266(__bool__)
     4746    0.008    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:42(get_hinting_flag)
       10    0.000    0.000    0.012    0.001 <frozen importlib._bootstrap_external>:976(get_data)
        1    0.000    0.000    0.012    0.012 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:2230(wm_withdraw)
    15748    0.008    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1783(__array__)
   104938    0.012    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:678(get_style)
    35634    0.012    0.000    0.012    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.012    0.012 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\graph_viewer.py:14(__init__)
     4192    0.003    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:1959(nonzero)
        8    0.000    0.000    0.012    0.002 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:403(update_contrast)
     1345    0.011    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_function_base_impl.py:1324(diff)
      334    0.001    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:8342(asarray)
        5    0.000    0.000    0.012    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageTk.py:170(paste)
        6    0.000    0.000    0.012    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:447(__init__)
     8089    0.005    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:934(set_joinstyle)
        7    0.000    0.000    0.012    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:559(set_useMathText)
     4236    0.012    0.000    0.012    0.000 {built-in method numpy.arange}
     4362    0.005    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:756(set_variant)
      140    0.001    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
   104938    0.012    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:684(get_variant)
        2    0.000    0.000    0.012    0.006 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:748(draw)
        4    0.012    0.003    0.012    0.003 {method 'partition' of 'numpy.ndarray' objects}
   104938    0.012    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:690(get_weight)
     6084    0.010    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2263(<genexpr>)
      631    0.001    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:264(draw_idle)
   104938    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:699(get_stretch)
     4917    0.005    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\markers.py:290(get_joinstyle)
     8089    0.005    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:864(set_capstyle)
    49457    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2766(_get_dpi)
        5    0.000    0.000    0.011    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageTk.py:53(_pyimagingtkcall)
     1182    0.003    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2445(subsuper)
     7759    0.008    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:842(set_alpha)
        4    0.000    0.000    0.011    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:85(_exception_printer)
      334    0.001    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:5945(max)
      554    0.002    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1592(ship)
    71500    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:930(get_rasterized)
     1385    0.009    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1242(hpack)
       14    0.000    0.000    0.011    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:305(leave_notify_event)
       10    0.000    0.000    0.011    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\ttk.py:729(__init__)
    23184    0.011    0.000    0.011    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
     4112    0.008    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:778(get_path)
     4244    0.009    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\getlimits.py:487(__new__)
    25086    0.008    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:1903(_str_equal)
     9902    0.008    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:565(__getitem__)
    94894    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:713(get_file)
    23184    0.011    0.000    0.011    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
    71500    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:957(get_agg_filter)
      831    0.001    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2189(push_state)
    10904    0.007    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:1914(_str_lower_equal)
       34    0.011    0.000    0.011    0.000 {built-in method builtins.print}
      362    0.001    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:1442(__add__)
    13147    0.008    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:976(get_hatch_path)
    10046    0.009    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:2465(parseImpl)
     1545    0.010    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1530(_root)
        4    0.000    0.000    0.010    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\traceback.py:161(print_exc)
      332    0.001    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:816(after_idle)
    57673    0.010    0.000    0.010    0.000 {method 'values' of 'dict' objects}
      343    0.004    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:392(get_renderer)
    44058    0.010    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:211(vertices)
     1108    0.001    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\functools.py:650(cache)
     4530    0.010    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\weakref.py:69(__call__)
     3212    0.003    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:554(_axis_map)
     8014    0.007    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:341(intervaly)
     2459    0.005    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\_ufunc_config.py:410(__enter__)
     9842    0.006    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\types.py:171(__get__)
      675    0.001    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3825(get_ybound)
      332    0.001    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:792(after)
     1385    0.005    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1217(kern)
      668    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:523(shrunk_to_aspect)
        1    0.000    0.000    0.009    0.009 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\load_screen.py:10(__init__)
      806    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2787(get_transformed_path_and_affine)
        5    0.000    0.000    0.009    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:248(resize)
        6    0.000    0.000    0.009    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:929(convert)
     5618    0.007    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:242(x0)
     1525    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:357(_mpl_modifiers)
    31/16    0.001    0.000    0.009    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:473(_get_bbox_and_child_offsets)
    13245    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_stride_tricks_impl.py:549(<genexpr>)
       22    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:598(_code)
      831    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1770(copy)
5488/5249    0.002    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\abc.py:100(__subclasscheck__)
      362    0.002    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:4038(__init__)
        1    0.000    0.000    0.009    0.009 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\widgets.py:343(__init__)
      675    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3875(get_ylim)
 1662/554    0.005    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1612(hlist_out)
      623    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1568(_shrink_mask)
     4724    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:1231(<dictcomp>)
    14651    0.005    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:14803(seek)
    39555    0.009    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\multiarray.py:750(dot)
        1    0.001    0.001    0.009    0.009 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:819(list_in)
     15/2    0.000    0.000    0.009    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:31(draw_wrapper)
      9/2    0.000    0.000    0.009    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:374(draw)
       59    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:769(set_clip_path)
    21472    0.008    0.000    0.008    0.000 {built-in method math.cos}
     4917    0.005    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:941(get_markeredgecolor)
    20/12    0.000    0.000    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:441(_get_bbox_and_child_offsets)
     2627    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1352(make_mask_descr)
        2    0.000    0.000    0.008    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:166(__init__)
    19001    0.007    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2265(get_affine)
        1    0.000    0.000    0.008    0.008 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:3463(set)
    39481    0.008    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_api\__init__.py:78(<genexpr>)
     4220    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:1975(ge)
    42/13    0.000    0.000    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:358(get_bbox)
     4427    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_shape_base_impl.py:618(_column_stack_dispatcher)
      277    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2199(math)
     7345    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:11345(_process_value)
      334    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:6796(is_masked)
    28395    0.008    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1768(<lambda>)
    20/12    0.000    0.000    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:452(<listcomp>)
        8    0.000    0.000    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_axes.py:1534(plot)
     8440    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:1958(closeto)
    42729    0.008    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:907(get_text)
     1552    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2744(axes)
    35425    0.008    0.000    0.008    0.000 {method 'replace' of 'str' objects}
    31/16    0.000    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:479(<listcomp>)
     1108    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\functools.py:517(decorating_function)
       25    0.000    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:858(set_fontconfig_pattern)
     4917    0.005    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\markers.py:293(get_capstyle)
    10480    0.005    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numeric.py:2399(<genexpr>)
       25    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_fontconfig_pattern.py:77(parse_fontconfig_pattern)
    14530    0.007    0.000    0.007    0.000 {method 'split' of 'str' objects}
      881    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:1023(reset_cache)
      231    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\ttk.py:1351(insert)
   814/22    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:71(_compile)
       88    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\genericpath.py:39(isdir)
    10288    0.006    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\results.py:215(__getitem__)
        3    0.000    0.000    0.007    0.002 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:493(update_threshold)
     2560    0.007    0.000    0.007    0.000 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:807(in_polygon)
      277    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2193(main)
     4379    0.004    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:769(set_weight)
    12813    0.007    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:859(set_antialiased)
        1    0.000    0.000    0.007    0.007 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\GifImagePlugin.py:26(<module>)
      342    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2683(_update_offset_text_position)
    26/24    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1215(_set_lim)
     2052    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:135(get_patch_transform)
     3212    0.004    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:557(<dictcomp>)
    36007    0.007    0.000    0.007    0.000 {built-in method builtins.issubclass}
        6    0.000    0.000    0.007    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:363(get_window_extent)
5488/5249    0.007    0.000    0.007    0.000 {built-in method _abc._abc_subclasscheck}
     2627    0.004    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1338(_replace_dtype_fields)
     4362    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:879(set_math_fontfamily)
     7283    0.005    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1882(inverted)
      132    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:194(update)
     4469    0.007    0.000    0.007    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
     2372    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:682(__contains__)
        2    0.000    0.000    0.006    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:2574(destroy)
       18    0.000    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2936(handle_single_axis)
     1368    0.005    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1353(<listcomp>)
     4402    0.002    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\results.py:349(get)
      762    0.003    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:730(_get_axis_name)
    35331    0.006    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1335(get_usetex)
