         5335225 function calls (5159150 primitive calls) in 139.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.019    0.019 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\load_screen.py:10(__init__)
       29    0.000    0.000    0.019    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1612(_copy_tick_props)
     1583    0.004    0.000    0.019    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:433(update_position)
       66    0.000    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:717(set_data)
     13/7    0.000    0.000    0.018    0.003 <frozen importlib._bootstrap>:1002(_find_and_load)
    39084    0.012    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\__init__.py:697(_get)
    16473    0.018    0.000    0.018    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     13/7    0.000    0.000    0.018    0.003 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
     1703    0.006    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:782(_convert_units)
     7808    0.006    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:924(get_siblings)
        2    0.000    0.000    0.018    0.009 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2406(add_patch)
        1    0.000    0.000    0.018    0.018 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:801(update_ROI_visibility_list)
     1992    0.015    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:368(bounds)
        1    0.000    0.000    0.018    0.018 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\GUI.py:105(update_ROI_visibility_list)
     1606    0.004    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:494(update_position)
       66    0.000    0.000    0.018    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:684(_normalize_image_array)
        2    0.000    0.000    0.018    0.009 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2419(_update_patch_limits)
        1    0.000    0.000    0.017    0.017 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:3334(delete)
        2    0.000    0.000    0.017    0.009 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:3360(index)
       66    0.009    0.000    0.017    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:732(safe_masked_invalid)
    10081    0.003    0.000    0.017    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1352(make_mask_descr)
       65    0.000    0.000    0.017    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\backend_agg.py:273(clear)
       24    0.000    0.000    0.017    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:970(set_tick_params)
    24787    0.017    0.000    0.017    0.000 {built-in method numpy.asarray}
       65    0.017    0.000    0.017    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      114    0.001    0.000    0.017    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:769(set_clip_path)
     5049    0.007    0.000    0.017    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numerictypes.py:470(issubdtype)
       90    0.000    0.000    0.017    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1337(update_from)
        6    0.000    0.000    0.017    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:363(get_window_extent)
    39/31    0.000    0.000    0.017    0.001 <frozen importlib._bootstrap>:1033(_handle_fromlist)
       10    0.000    0.000    0.017    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\widgets.py:592(<lambda>)
        1    0.000    0.000    0.017    0.017 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:1974(__init__)
       10    0.000    0.000    0.017    0.002 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:335(update_image)
     26/7    0.000    0.000    0.016    0.002 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
     10/6    0.000    0.000    0.016    0.003 {built-in method builtins.__import__}
     1006    0.008    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2834(nonsingular)
     1797    0.006    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1097(__init__)
     13/7    0.000    0.000    0.016    0.002 <frozen importlib._bootstrap>:659(_load_unlocked)
    98434    0.016    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1939(get_matrix)
     2307    0.009    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:1795(normalize_kwargs)
      422    0.009    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numeric.py:2315(isclose)
      122    0.001    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:104(__init__)
    10071    0.011    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1120(score_family)
        6    0.000    0.000    0.016    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3229(grid)
       12    0.000    0.000    0.016    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1702(grid)
      644    0.008    0.000    0.016    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:1526(_mouse_handler)
     1338    0.006    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:114(_process_radius)
       22    0.000    0.000    0.015    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:937(parse)
    50/22    0.001    0.000    0.015    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:435(_parse_sub)
   791/51    0.006    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:493(_parse)
    65/64    0.000    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3663(set_xlim)
     10/6    0.000    0.000    0.015    0.002 <frozen importlib._bootstrap_external>:784(exec_module)
     3358    0.004    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:307(_extremum_fill_value)
        4    0.000    0.000    0.015    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:1071(get_tightbbox)
  5426/90    0.006    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\copy.py:128(deepcopy)
        1    0.000    0.000    0.014    0.014 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\simpledialog.py:209(ok)
      189    0.014    0.000    0.014    0.000 {built-in method nt.stat}
     9079    0.012    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\contextlib.py:86(__init__)
      424    0.006    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:803(_set_format)
   360/90    0.002    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\copy.py:226(_deepcopy_dict)
       28    0.000    0.000    0.014    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\ntpath.py:625(realpath)
     1052    0.003    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:99(__init__)
       56    0.001    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:909(__init__)
       56    0.001    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:1030(_init)
    28249    0.011    0.000    0.014    0.000 {built-in method _abc._abc_instancecheck}
1777/1776    0.005    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1787(__eq__)
     1033    0.001    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:622(_from_any)
       15    0.000    0.000    0.014    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:54(get_offset)
    10081    0.008    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1338(_replace_dtype_fields)
       27    0.000    0.000    0.014    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1524(_cached_realpath)
       56    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:248(__init__)
       20    0.000    0.000    0.013    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:349(get_tightbbox)
    19504    0.008    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_function_base_impl.py:343(iterable)
     6727    0.004    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:269(convert_xunits)
       56    0.013    0.000    0.013    0.000 {built-in method nt._getfinalpathname}
      389    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:239(_get_xy_display)
12981/12975    0.007    0.000    0.013    0.000 {built-in method builtins.any}
      168    0.005    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:579(_create_lookup_table)
    79011    0.013    0.000    0.013    0.000 {method 'update' of 'dict' objects}
      118    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:1860(get_data_ratio)
        1    0.000    0.000    0.013    0.013 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\file_viewer.py:8(__init__)
      836    0.002    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:217(<listcomp>)
      6/3    0.000    0.000    0.012    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:2250(resize)
     4671    0.011    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:356(height)
      849    0.001    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2776(get_transformed_points_and_affine)
      412    0.003    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:730(_compute_offset)
        5    0.000    0.000    0.012    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:248(resize)
     8130    0.006    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:216(_is_nth_color)
      424    0.003    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:769(_set_order_of_magnitude)
     3719    0.003    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:415(pchanged)
     3414    0.003    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:1289(vmin)
     1679    0.002    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:321(minimum_fill_value)
    84204    0.010    0.000    0.011    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.011    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:3409(open)
    42174    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3443(dtype)
     6769    0.004    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3543(mask)
     5054    0.005    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1275(set_xdata)
     5996    0.004    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:103(_stale_axes_callback)
  452/226    0.002    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2458(inverted)
    16787    0.006    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3719(_get_data)
       25    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:858(set_fontconfig_pattern)
       15    0.011    0.001    0.011    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_api\__init__.py:278(select_matching_signature)
        6    0.000    0.000    0.011    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:870(clear)
        4    0.000    0.000    0.011    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:3127(__init__)
     3247    0.004    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1282(_preprocess_math)
       25    0.000    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_fontconfig_pattern.py:77(parse_fontconfig_pattern)
     3178    0.003    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:594(__call__)
        8    0.000    0.000    0.010    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_axes.py:1534(plot)
    35534    0.010    0.000    0.010    0.000 {method 'pop' of 'dict' objects}
    25532    0.010    0.000    0.010    0.000 {built-in method numpy.asanyarray}
   117227    0.010    0.000    0.010    0.000 {built-in method _struct.unpack}
     5112    0.005    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\lines.py:1294(set_ydata)
      851    0.009    0.000    0.010    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     9455    0.006    0.000    0.010    0.000 {built-in method builtins.sorted}
      794    0.010    0.000    0.010    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.010    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:305(leave_notify_event)
        3    0.000    0.000    0.010    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:344(preinit)
    30219    0.010    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:3459(shape)
      983    0.002    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2763(_revalidate)
       22    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:598(_code)
        2    0.000    0.000    0.009    0.005 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:748(draw)
      664    0.002    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:2746(canvasx)
        1    0.000    0.000    0.009    0.009 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\file_viewer.py:29(load_default_directory)
      317    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:2400(any)
      134    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
      429    0.005    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:180(__init__)
      152    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:644(get_window_extent)
       10    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:856(get_code)
        6    0.000    0.000    0.009    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1134(set_clip_path)
     6984    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:242(x0)
      380    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:89(_wrapreduction_any_all)
    19650    0.009    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\enum.py:580(__new__)
      202    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2546(_process_unit_info)
    10098    0.005    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numerictypes.py:288(issubclass_)
     30/1    0.000    0.000    0.009    0.009 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\file_viewer.py:56(load_directory_content)
  128/123    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3572(get_xbound)
90205/89081    0.008    0.000    0.009    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.009    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:780(_set_scale)
    34139    0.007    0.000    0.009    0.000 {built-in method builtins.hasattr}
        6    0.000    0.000    0.009    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\scale.py:103(set_default_locators_and_formatters)
     6940    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:204(_sanitize_extrema)
  128/123    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3622(get_xlim)
        5    0.000    0.000    0.009    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:4027(configure)
     6717    0.003    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:281(convert_yunits)
       10    0.008    0.001    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\bezier.py:208(__call__)
    25192    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:1385(getmask)
    38159    0.008    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1049(get_points)
     7345    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:11151(__init__)
     11/7    0.000    0.000    0.008    0.001 {built-in method builtins.exec}
    15616    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\weakref.py:441(get)
     8849    0.007    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_api\__init__.py:99(check_in_list)
     1913    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:893(get_unitless_position)
     1077    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:795(unit)
     1127    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1622(transform_path_non_affine)
      800    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_stride_tricks_impl.py:489(broadcast_arrays)
   814/22    0.003    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:71(_compile)
     1530    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:626(translated)
      868    0.008    0.000    0.008    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       65    0.000    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:3897(set_ylim)
     2134    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\_ufunc_config.py:410(__enter__)
  136/134    0.000    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2314(setter)
        6    0.000    0.000    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:447(__init__)
     8997    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:449(get_transform)
        7    0.000    0.000    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:559(set_useMathText)
       66    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:2443(_update_offset_text_position)
        5    0.000    0.000    0.007    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageTk.py:92(__init__)
      933    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1531(get_font)
      362    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:656(<listcomp>)
      152    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\path.py:607(get_extents)
       52    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:335(__init__)
     6598    0.007    0.000    0.007    0.000 {method 'astype' of 'numpy.generic' objects}
     9144    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\font_manager.py:1294(<genexpr>)
        1    0.000    0.000    0.007    0.007 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_axes.py:1040(axvspan)
    31/16    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:473(_get_bbox_and_child_offsets)
        9    0.001    0.000    0.007    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2877(autoscale_view)
     2109    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1802(convert_units)
     3358    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\ma\core.py:242(_get_dtype_of)
       10    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:976(get_data)
       16    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:226(__call__)
    39084    0.007    0.000    0.007    0.000 {function RcParams.__getitem__ at 0x0000017B2E89BF70}
        3    0.007    0.002    0.007    0.002 {method 'resize' of 'ImagingCore' objects}
     1526    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1882(inverted)
        4    0.007    0.002    0.007    0.002 {method 'partition' of 'numpy.ndarray' objects}
     1801    0.001    0.000    0.007    0.000 {method 'all' of 'numpy.ndarray' objects}
    20/12    0.000    0.000    0.007    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:441(_get_bbox_and_child_offsets)
     15/2    0.000    0.000    0.007    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:31(draw_wrapper)
      9/2    0.000    0.000    0.007    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:374(draw)
     3178    0.003    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:536(_format_maybe_minus_and_locale)
      266    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1744(update_units)
     8797    0.007    0.000    0.007    0.000 {method 'match' of 're.Pattern' objects}
       70    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backends\_backend_tk.py:264(draw_idle)
    42/13    0.000    0.000    0.007    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:358(get_bbox)
        1    0.006    0.006    0.007    0.007 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\xml\etree\ElementTree.py:1334(XML)
    51711    0.007    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\multiarray.py:750(dot)
        1    0.000    0.000    0.006    0.006 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:4238(__init__)
    31/16    0.000    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:479(<listcomp>)
       56    0.000    0.000    0.006    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:816(after_idle)
    63427    0.006    0.000    0.006    0.000 {method 'append' of 'list' objects}
