11202292 function calls (10803815 primitive calls) in 198.083 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1407    0.003    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:779(frozen)
       98    0.000    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\_backend_tk.py:267(draw_idle)
       34    0.000    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:2966(_create)
    13887    0.007    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1355(_iter_break_from_left_to_right)
     2130    0.003    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:293(_set_artist_props)
        3    0.000    0.000    0.015    0.005 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1449(print)
       75    0.003    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:91(norm)
     2934    0.005    0.000    0.015    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:202(_update_values)
       79    0.000    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:876(after_idle)
       97    0.003    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1882(masked_where)
     1318    0.002    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1059(set_color)
     3954    0.007    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1203(_set_markercolor)
     4595    0.005    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:811(set_variant)
       79    0.001    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:848(after)
      476    0.001    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:342(update_from)
       40    0.001    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2392(add_line)
     2984    0.002    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1800(convert_units)
       76    0.000    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:921(update_from_data_xy)
     1318    0.007    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1144(set_linestyle)
       43    0.002    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:48(__init__)
     3917    0.005    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:456(__exit__)
     3121    0.012    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:259(__init__)
      101    0.014    0.000    0.014    0.000 {built-in method nt.stat}
    14858    0.014    0.000    0.014    0.000 {method 'read' of '_io.BufferedReader' objects}
     3848    0.014    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:598(smallest_normal)
     9691    0.008    0.000    0.014    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1464(_substitution_cost)
     3478    0.002    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:50(_sum)
       75    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:639(__init__)
      116    0.000    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:849(update_from_path)
      104    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:302(_apply_params)
      615    0.001    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:239(_get_xy_display)
       33    0.010    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:63(__init__)
    19299    0.006    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2120(transform)
       26    0.000    0.000    0.013    0.001 <frozen ntpath>:702(realpath)
       16    0.002    0.000    0.013    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:35(__init__)
       25    0.000    0.000    0.013    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:1579(_cached_realpath)
     1767    0.002    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:345(get_transform)
      116    0.013    0.000    0.013    0.000 {built-in method matplotlib._path.update_path_extents}
       81    0.002    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:648(get_position)
      554    0.004    0.000    0.013    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1057(set)
    62834    0.013    0.000    0.013    0.000 {built-in method builtins.abs}
        8    0.000    0.000    0.013    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:3483(__init__)
        3    0.012    0.004    0.012    0.004 {method 'resize' of 'ImagingCore' objects}
     7399    0.004    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2208(<lambda>)
        4    0.012    0.003    0.012    0.003 {method 'partition' of 'numpy.ndarray' objects}
     2988    0.004    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\units.py:56(_is_natively_supported)
        8    0.001    0.000    0.012    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:612(__init__)
       75    0.002    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:517(__init__)
       75    0.004    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:284(_ensure_cmap)
       52    0.012    0.000    0.012    0.000 {built-in method nt._getfinalpathname}
     6255    0.007    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\util.py:112(set_)
      160    0.001    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_arraysetops_impl.py:145(unique)
        4    0.000    0.000    0.012    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2374(__init__)
32427/32424    0.012    0.000    0.012    0.000 {built-in method __new__ of type object at 0x00007FFB893528A0}
3405/1649    0.003    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2370(_invalidate_internal)
     9424    0.008    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:883(set_foreground)
   109175    0.012    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1808(get_affine)
    28785    0.012    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3493(dtype)
     1520    0.004    0.000    0.012    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2751(__init__)
     2078    0.002    0.000    0.012    0.000 {method 'any' of 'numpy.ndarray' objects}
        8    0.011    0.001    0.012    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.011    0.011 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:2293(wm_iconphoto)
       60    0.001    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:227(__str__)
     1719    0.002    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2962(ptp)
     4932    0.005    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:811(set_alpha)
       78    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:539(<genexpr>)
     2371    0.010    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:382(get_alpha)
       75    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:323(_scale_norm)
     5770    0.003    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1869(inverted)
       75    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:65(_scale_norm)
    43689    0.011    0.000    0.011    0.000 {method 'lower' of 'str' objects}
       39    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:335(_make_line)
       14    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap>:1240(_find_spec)
       75    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorizer.py:215(autoscale_None)
     3575    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\weakref.py:68(__call__)
     1407    0.002    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:232(frozen)
      333    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1714(nonsingular)
    16130    0.011    0.000    0.011    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
     3989    0.011    0.000    0.011    0.000 {method 'round' of 'numpy.ndarray' objects}
       15    0.011    0.001    0.011    0.001 {method 'decode' of 'ImagingDecoder' objects}
      160    0.004    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_arraysetops_impl.py:339(_unique1d)
        3    0.000    0.000    0.011    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:2426(wm_withdraw)
      190    0.001    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:456(_apply_tickdir)
    50821    0.011    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1758(<lambda>)
     3690    0.011    0.000    0.011    0.000 {built-in method builtins.round}
4255/4005    0.002    0.000    0.011    0.000 <frozen abc>:121(__subclasscheck__)
    145/2    0.001    0.000    0.011    0.005 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\core.py:3920(streamline)
     9727    0.009    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:347(width)
      450    0.000    0.000    0.011    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1362(<genexpr>)
     28/2    0.000    0.000    0.010    0.005 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\core.py:4684(streamline)
       10    0.010    0.001    0.010    0.001 {built-in method _io.open_code}
     4226    0.004    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
    14431    0.006    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1205(set_x)
    11580    0.010    0.000    0.010    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      206    0.004    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:293(connect)
    21932    0.010    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3509(shape)
     31/1    0.000    0.000    0.010    0.010 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\core.py:5682(streamline)
     47/1    0.000    0.000    0.010    0.010 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\core.py:4355(streamline)
       14    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:1551(find_spec)
       14    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:1522(_get_spec)
    101/6    0.003    0.000    0.010    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\core.py:4073(streamline)
     9418    0.007    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:687(_get_wrapped_text)
     2094    0.002    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:58(_any)
      236    0.001    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:389(_get_text1_transform)
        1    0.000    0.000    0.010    0.010 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\file_viewer.py:8(__init__)
     3466    0.002    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2018(nonzero)
       67    0.000    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:289(drive)
       23    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
       21    0.000    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:1602(getim)
      868    0.003    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3717(_validate_converted_limits)
    28899    0.009    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1275(set_text)
     2884    0.004    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
     1362    0.010    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\_backend_tk.py:361(_mpl_buttons)
     3156    0.010    0.000    0.010    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
    17669    0.007    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1860(_str_equal)
     1934    0.009    0.000    0.010    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:413(_broadcast_shape)
    49933    0.009    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:885(<genexpr>)
    15052    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1216(set_y)
    10730    0.009    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:1328(_replace_dtype_fields_recursive)
     1315    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:711(_get_axis_name)
    16130    0.009    0.000    0.009    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
     3848    0.007    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:493(__new__)
     3772    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:968(_get_markerfacecolor)
     3662    0.003    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\tifffile\tifffile.py:11040(__getitem__)
     1525    0.009    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:1707(_root)
    14653    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\tifffile\tifffile.py:14804(read)
     3677    0.009    0.000    0.009    0.000 {built-in method numpy.arange}
      981    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1108(set_fontsize)
     7345    0.005    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\tifffile\tifffile.py:11140(__init__)
       26    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2378(_init)
     3478    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2027(le)
     9316    0.009    0.000    0.009    0.000 {method 'split' of 'str' objects}
     3000    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:599(_axis_map)
       60    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:257(_parse_path)
     7010    0.009    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:697(__init__)
      236    0.002    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:986(get_xaxis_text1_transform)
    11713    0.007    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:249(y0)
      343    0.002    0.000    0.009    0.000 <frozen _collections_abc>:815(__contains__)
      150    0.001    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_mathtext.py:1209(__init__)
     1719    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:235(_ptp)
4255/4005    0.007    0.000    0.009    0.000 {built-in method _abc._abc_subclasscheck}
       39    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:1313(subplots_adjust)
     3074    0.007    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:788(get_path)
     7616    0.006    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\copy.py:232(_keep_alive)
     4675    0.004    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:824(set_weight)
    17627    0.009    0.000    0.009    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
     1026    0.002    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:1040(set_linespacing)
        2    0.000    0.000    0.009    0.004 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\ttk.py:1087(__init__)
       26    0.000    0.000    0.009    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\traceback.py:1348(format)
     3917    0.009    0.000    0.009    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       81    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:144(get_grid_positions)
    11642    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py:167(__getitem__)
     1318    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:738(set_transform)
     6424    0.008    0.000    0.008    0.000 {method 'copy' of 'numpy.generic' objects}
     1460    0.003    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:2953(canvasy)
       50    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
       26    0.000    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2602(_init)
     2009    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2806(get_affine)
    14600    0.004    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2644(get_matrix)
     4567    0.006    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\results.py:153(__new__)
     1318    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1227(set_markerfacecolor)
        1    0.000    0.000    0.008    0.008 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_axes.py:1035(axvspan)
     1930    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\results.py:573(copy)
      236    0.000    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:392(_get_text2_transform)
        4    0.006    0.001    0.008    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:4736(_get_indexes)
     1035    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1705(_safe_first_finite)
      209    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:1683(_register)
        9    0.008    0.001    0.008    0.001 {built-in method PIL._imaging.fill}
        3    0.000    0.000    0.008    0.003 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\traceback.py:730(format)
      236    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1744(sanitize_sequence)
       10    0.007    0.001    0.008    0.001 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\bezier.py:208(__call__)
        1    0.000    0.000    0.008    0.008 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\JpegImagePlugin.py:1(<module>)
     2351    0.002    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1055(set_visible)
       17    0.001    0.000    0.008    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\traceback.py:514(format_frame_summary)
       44    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2916(__init__)
        4    0.000    0.000    0.007    0.002 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\tkinter\ttk.py:1048(__init__)
    37935    0.007    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:853(get_visible)
    14651    0.004    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\tifffile\tifffile.py:14777(seek)
       42    0.006    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\linalg\_linalg.py:496(inv)
      828    0.007    0.000    0.007    0.000 {built-in method sys.intern}
      142    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:976(intervalx)
    64297    0.007    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:717(get_family)
     6523    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\pyparsing\util.py:109(get)
       44    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2056(__init__)
       40    0.000    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2420(_update_line_limits)
      470    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1127(get_position)
      236    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1013(get_xaxis_text2_transform)
    67871    0.007    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:762(get_size)
     4467    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:1154(get_default_size)
     4157    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2216(transform_non_affine)
       31    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:3108(set_size_inches)
       75    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:303(set_alpha)
     4595    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:850(set_stretch)
       44    0.001    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2116(set_params)
    15182    0.005    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2301(get_matrix)
     4595    0.002    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:934(set_math_fontfamily)
     5406    0.006    0.000    0.007    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:329(intervalx)
